,3,4,5,6,8,10,12,16,20
8,0,0,0,0,,,,,
10,0,0,0,0,0,,,,
12,0,0,0,0,0,0,,,
16,0,0,0,0,0,0,,,
20,0,0,0,0,0,0,0,,
25,0,0,0,0,0,0,0,,
30,12,10,0,0,0,0,0,0,
35,,15,13,0,0,0,0,0,0
40,,20,18,16,0,0,0,0,0
45,,,23,21,0,0,0,0,0
50,,,28,26,22,0,0,0,0
55,,,,31,27,23,0,0,0
60,,,,36,32,28,0,0,0
65,,,,,37,33,29,0,0
70,,,,,42,38,34,0,0
80,,,,,52,48,44,36,0
90,,,,,,58,54,46,0
100,,,,,,68,64,56,48
